"FileName","LibPath","CommonPath","Status","LibHash","CommonHash","DiffFile"
"msgopenserveractivity.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgopenserveractivity.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgopenserveractivity.proto","Different","0B55191BCA2BC0626886D31222D182FFD485C5C9","0827C38754F34B751643AD8ACB7E2C0055BC3055","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgopenserveractivity.proto.diff.txt"
"msgother.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgother.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgother.proto","Different","7C053B885F440C86A2FBEFAF65DAEA2BAF3131C7","BB6C2EE408818D9CC1A7CA3EAB5981FC54748191","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgother.proto.diff.txt"
"msgpagoda.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgpagoda.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgpagoda.proto","Different","33631C06B2056F9A6F5FBD57B8184649DA1CCAE4","0406751822DF452F2804E235DA958DC77D9FAC64","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgpagoda.proto.diff.txt"
"msgpet.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgpet.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgpet.proto","Different","FFBD3299B6C11FD781B60C5EFCC88596F3B460A2","F8CD69193A158730E48CAB5B13C6898F82DBFB1D","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgpet.proto.diff.txt"
"msgrandactivity.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrandactivity.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrandactivity.proto","Different","5EE77E5DACCD11C41AFCC8AC73B34CB419F4B9DC","9B268BCA82D8D62BC0E63BAB28725551BE709B3A","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrandactivity.proto.diff.txt"
"msgrank.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrank.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrank.proto","Different","188558E7D9930EB9083317613FA125CA57DBC4E2","7ADF339B4060C3CCDC07CC82B022AA413D0ABC1A","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrank.proto.diff.txt"
"msgrole.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrole.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrole.proto","Different","A11F2FCBEBC0105F0D36AA1AAA4E96119A0B2F3D","62E904456A8932B8CE4D5462BC7E438F487AD7FC","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrole.proto.diff.txt"
"msgrune.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgrune.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgrune.proto","Different","871F8FC152F763F283FBA1052EB0061230D6C633","6F05663C229E7010710EC6A1F4CD2782E72684AA","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgrune.proto.diff.txt"
"msgscene.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgscene.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\sc\msgscene.proto","Different","25108C9076C8BA89E4CCDDC8F723A625D076B122","07289A8BF1D119A0DDDA4BFC77239B5490CAE6D2","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgscene.proto.diff.txt"
"msgscroll.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgscroll.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgscroll.proto","Different","D01BD01064A46E3C520C3AA3863809520673BD50","752E6E3F25E0EF776FA53705CFBCD54BC76776D1","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgscroll.proto.diff.txt"
"msgserver.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgserver.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgserver.proto","Different","8F28F3C7AA01AB52CCBE946E7FB84C801E8D9165","435BA1E7F981F683DEBDA67AE7C9ECC72DF62F02","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgserver.proto.diff.txt"
"msgshenqi.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgshenqi.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgshenqi.proto","Different","EAE26B56CC1C50673E552DCA356B44CB0E1A766E","0F2B4655C3B21E89EEF4CA6727B49C5AAB76A2A6","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgshenqi.proto.diff.txt"
"msgskill.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgskill.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\sc\msgskill.proto","Different","3CFBB6C5E030F4D00DD1FB17982B3BC4284C3A06","9C23BB2A6EC93DC83207974F81E3000504BDE9C4","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgskill.proto.diff.txt"
"msgstarmap.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgstarmap.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgstarmap.proto","Different","20EFD2D7EC12D6B0CD567E0A6754B5D1379D41F3","8F82721E1725C94E6748C663325495CF478B3D20","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgstarmap.proto.diff.txt"
"msgsystem.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgsystem.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgsystem.proto","Different","B92D6EC991C3E846E2E7DA642F722DF5C33BC5A4","4C25CE2F1857581F10590B959DB806F173EC5C4C","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgsystem.proto.diff.txt"
"msgterritory.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgterritory.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgterritory.proto","Different","B84ED87CBE821B41A0A3ECCCA98AF65A2A7FB842","27D31C3CF4FD7CAE415F1CE82322C51A52302F18","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgterritory.proto.diff.txt"
"msgwabao.proto","D:\project\serverGame\开箱h5\server\server\src\servercommon\proto\msgwabao.proto","D:\project\serverGame\GameServer\common-lib\src\main\proto\cs\msgwabao.proto","Different","7504C38F3666E2711C5F8617927B1C5BAF517729","A79FD4FE2FB0CA5C308EA0C218C8871800B6CBAA","C:\Users\trieu\AppData\Local\Temp\proto-diffs\msgwabao.proto.diff.txt"
